,floor,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,hasParkingSpace,IncludedInPrice,price_amount,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew,district_Buenavista-Ería-Montecerrao,district_Carbayin-Lieres-Valdesoto,district_Celorio-Poó-Parres,district_Centro,district_Centro-Casco Histórico,district_Ciudad Naranco-Vallobín-La Florida,district_Corredoria-Huca-Teatinos,district_Cué-San Roque-Andrín,district_El Berrón-La Carrera,district_El Carbayedo - El Quirinal,district_El Llano,district_El Pozón - Villalegre - La Luz,district_Este,district_Figaredo - Turón,district_Fozaneldi-Tenderina-Ventanielles,district_Jardín de Cantos - El Nodo,district_La Felguera,district_La Fresneda,district_La Manjoya-Parroquias Sur,district_La Pola Siero,district_La Villa - Bazuelo,district_Llanes,district_Luanco - Aramar - Antromero,district_Lugones,district_Oeste,district_Parroquias Norte,district_Parroquias Norte-Naranco,district_Parroquias suroccidentales,district_Parroquias surorientales,district_Periurbano,district_Piedras Blancas,district_Pillarno,district_Posada-Barro,district_Pría-Nueva-Hontoria-Naves,district_Quintes - Arroes,district_Requejo - Rozaes - Oñón,district_San Claudio-Trubia-Las Caldas,district_San Lazaro-Otero-Villafría,district_San Pedro - Siana,district_Selorio - Tornón,district_Somió - Cabueñes,district_Sur,district_Tazones - Argüero,district_Vidiago-Pendueles-Tresgrandas,district_Viella-Granda-Meres
3291,-0.7749695516728732,0.5026939750174217,0,0.29055191705603256,1.1299432504530296,-0.15351119717318523,-0.29494080521077093,0,0,0,600000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821,0.5453307314753911,-0.5171355739252079,1,-0.2445179713496239,-0.13339117697415515,-0.2904688442980869,-0.0015783161096187908,1,1,1,140000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
749,2.30573110900641,-0.6501568194394639,0,-0.7795878597552803,-0.7650583906877475,-0.56223255352597,-0.37925338270135117,1,0,0,164900.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2693,-0.7749695516728732,0.6689705319102418,0,1.3606916938673455,0.4982760367394372,-0.47171525343839465,-0.130181390012827,0,1,1,590000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3808,-0.3348694572901184,-0.3286888094466785,1,0.29055191705603256,-0.13339117697415515,1.1390929110141281,0.15739788262638785,1,0,0,340000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
382,-0.7749695516728732,-0.4838802625466439,0,-0.2445179713496239,-0.7650583906877475,-1.9577186795706651,-0.42616671912335513,0,0,0,39900.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2992,0.5453307314753911,-0.11252928548601243,1,0.8256218054616891,0.4982760367394372,-0.5951870730156869,-0.4027619519221994,1,1,1,550000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3685,2.30573110900641,-0.6889546827144553,1,-1.314657748160937,-0.7650583906877475,1.111463170390332,0.05185247940704764,1,1,1,344000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3106,-0.3348694572901184,-0.716667442196592,1,-0.7795878597552803,-0.7650583906877475,-0.5481231209789622,-0.3813384138213023,1,0,0,110000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3388,1.4255309202409006,-0.5393057815109172,1,-0.2445179713496239,-0.7650583906877475,1.1298600104533634,-0.0009843832935363644,1,0,0,140000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3496,0.5453307314753911,-0.7055823384037373,0,-1.314657748160937,-0.7650583906877475,-0.5855758717917312,-0.3711854320212144,1,0,0,170000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
693,-0.7749695516728732,-0.733295097885874,0,-0.7795878597552803,-0.7650583906877475,-2.055220749715398,0.10461387449751343,0,1,1,69000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3064,1.4255309202409006,-0.5670185409930539,1,-0.2445179713496239,-0.7650583906877475,1.0611964697702305,0.15905244867780124,1,0,0,163000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2345,-0.3348694572901184,-0.5891887485787632,0,-0.7795878597552803,-0.13339117697415515,-0.2578502636785436,2.769304079262423,0,0,0,185000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1657,-0.7749695516728732,-0.22892287531098648,0,-0.2445179713496239,0.4982760367394372,1.247210058361383,-0.5219223113884077,0,0,0,85000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3105,-0.7749695516728732,2.7973104601383385,0,0.8256218054616891,2.3932776778802145,1.0596221873229472,0.2805623845687385,0,0,0,2100000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
305,-0.3348694572901184,0.0980876865782263,0,-0.2445179713496239,-0.7650583906877475,-2.773510267506685,-0.304173463592173,0,0,0,40000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2201,1.8656310146236552,-0.3730292246180972,1,-0.2445179713496239,-0.13339117697415515,-0.564456055080144,-0.34435982975641,1,1,1,167000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1127,-0.7749695516728732,-0.5670185409930539,0,-0.7795878597552803,-0.7650583906877475,0.05462017316025951,1.116402401966418,0,0,0,74000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
674,-0.7749695516728732,-0.6224440599573273,0,-0.7795878597552803,-0.7650583906877475,-1.9743294282213963,-0.08185296778956597,0,0,0,89900.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4567,-0.7749695516728732,0.4306408003638664,0,0.8256218054616891,0.4982760367394372,1.1685215501040058,-0.533170527097055,0,1,1,295000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4326,0.10523063709263637,-0.5891887485787632,1,-0.7795878597552803,-0.7650583906877475,-0.44176251030470154,-0.5811720138252242,0,0,0,54000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3803,-0.3348694572901184,-0.6058164042680453,1,-0.2445179713496239,-0.7650583906877475,0.9673128848751401,0.09344385086144386,1,0,0,110000.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4107,-0.7749695516728732,-0.633529163750182,0,-0.7795878597552803,-0.7650583906877475,-1.2254192301879532,0.0679703993150915,0,1,1,185000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1620,-0.7749695516728732,0.6246301167388232,0,0.8256218054616891,0.4982760367394372,1.599300593562552,-0.48624057145405,0,1,1,450000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
