,floor,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,hasParkingSpace,IncludedInPrice,price_amount,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew,district_Buenavista-Ería-Montecerrao,district_Carbayin-Lieres-Valdesoto,district_Celorio-Poó-Parres,district_Centro,district_Centro-Casco Histórico,district_Ciudad Naranco-Vallobín-La Florida,district_Corredoria-Huca-Teatinos,district_Cué-San Roque-Andrín,district_El Berrón-La Carrera,district_El Carbayedo - El Quirinal,district_El Llano,district_El Pozón - Villalegre - La Luz,district_Este,district_Figaredo - Turón,district_Fozaneldi-Tenderina-Ventanielles,district_Jardín de Cantos - El Nodo,district_La Felguera,district_La Fresneda,district_La Manjoya-Parroquias Sur,district_La Pola Siero,district_La Villa - Bazuelo,district_Llanes,district_Luanco - Aramar - Antromero,district_Lugones,district_Oeste,district_Parroquias Norte,district_Parroquias Norte-Naranco,district_Parroquias suroccidentales,district_Parroquias surorientales,district_Periurbano,district_Piedras Blancas,district_Pillarno,district_Posada-Barro,district_Pría-Nueva-Hontoria-Naves,district_Quintes - Arroes,district_Requejo - Rozaes - Oñón,district_San Claudio-Trubia-Las Caldas,district_San Lazaro-Otero-Villafría,district_San Pedro - Siana,district_Selorio - Tornón,district_Somió - Cabueñes,district_Sur,district_Tazones - Argüero,district_Vidiago-Pendueles-Tresgrandas,district_Viella-Granda-Meres
2773,0.10523063709263637,-0.34531646513596054,1,-0.2445179713496239,-0.13339117697415515,-0.5567491642258539,-0.4375634180360236,1,1,1,180000.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3165,-0.7749695516728732,0.26436424347104637,0,0.29055191705603256,0.4982760367394372,-0.39399417031442785,0.06497812219626106,0,1,1,397000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
741,-0.7749695516728732,-0.07927397410744842,0,0.29055191705603256,-0.13339117697415515,-0.684590159431239,-0.8424337964482591,0,0,0,69000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2537,3.1859312977719196,-0.5559334372001993,1,-0.2445179713496239,-0.13339117697415515,1.1336932601419882,0.16711086373933104,1,0,0,290000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
585,-0.7749695516728732,1.810736222574273,0,-0.2445179713496239,-0.7650583906877475,0.45203093077880013,-0.18473193960018575,0,0,0,210000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4771,0.9854308258581459,-0.5226781258216352,0,-0.2445179713496239,-0.13339117697415515,1.1329652283969942,0.14916891621491915,1,1,1,299900.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2769,0.10523063709263637,-0.46171005496093454,1,-0.2445179713496239,-0.13339117697415515,1.016586546254339,0.14519828462702586,1,1,1,295000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3321,-0.7749695516728732,-0.5947313004751906,0,-1.314657748160937,-0.7650583906877475,-0.3034827811746437,0.2919789720573585,0,0,0,75000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3333,0.10523063709263637,-0.6058164042680453,1,-0.7795878597552803,-0.7650583906877475,-0.5981257992611438,-0.42517719435821005,1,0,0,105000.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,-0.7749695516728732,0.042662167613952945,0,1.3606916938673455,-0.13339117697415515,-0.9549313005403245,2.1960951593197224,0,0,0,160000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2431,-0.7749695516728732,0.07037492709608963,0,-0.2445179713496239,-0.13339117697415515,-0.5693601714897862,-0.24028808828119735,0,1,1,360000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3086,1.4255309202409006,-0.6723270270251733,1,-0.2445179713496239,-0.7650583906877475,1.1322480333897342,-0.5548858551273222,0,0,0,65000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4316,-0.7749695516728732,1.760853255506427,0,0.8256218054616891,1.1299432504530296,0.971539212596574,1.1311264868803874,0,0,0,880000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260,-0.3348694572901184,-0.4284547435823705,1,0.29055191705603256,-0.13339117697415515,1.1313032668897105,0.10258632953544844,1,0,0,198000.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1004,-0.7749695516728732,0.4472684560531484,0,-0.2445179713496239,-0.13339117697415515,-0.14683281124689515,-1.637250492814266,0,1,1,74000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2535,-0.7749695516728732,2.0878638173956396,0,0.8256218054616891,3.024944891593807,0.6950546263427478,0.09819013691144307,0,1,1,1100000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2961,-0.7749695516728732,0.6800556357030965,0,0.29055191705603256,0.4982760367394372,-0.13797230040146002,0.12080807935441068,0,1,1,750000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4180,0.9854308258581459,-0.6723270270251733,1,-1.314657748160937,-0.7650583906877475,1.1520605454657835,0.11158958817779696,1,0,0,122900.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3214,-0.3348694572901184,-0.6612419232323186,1,-1.8497276365665933,-1.3967256044013399,1.345123924540567,-0.5910969581174846,0,0,0,103000.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2557,1.4255309202409006,-0.20675266772527714,1,-0.2445179713496239,0.4982760367394372,-0.5885224793010264,-0.3896292255305942,1,0,0,340000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2901,1.4255309202409006,-0.3286888094466785,1,0.29055191705603256,-0.13339117697415515,-0.5353121266455955,-0.38523684715403017,1,1,1,240000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4634,0.9854308258581459,-0.31760370565382384,1,-0.2445179713496239,0.4982760367394372,1.3876985116759966,-0.6030499922642986,1,1,1,199500.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4908,0.10523063709263637,-0.49496536633949856,1,-0.2445179713496239,0.4982760367394372,1.034820835251221,0.12953507750340593,1,0,0,186000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3746,-0.7749695516728732,1.0624917165565826,0,0.29055191705603256,-0.13339117697415515,-1.7288428377147884,0.4000052707919567,0,1,1,125000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3334,-0.7749695516728732,0.12580044606036297,0,-0.2445179713496239,0.4982760367394372,0.1879347060860853,2.2039219950722275,0,1,1,225000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1585,0.9854308258581459,-0.47279515875378925,1,-0.2445179713496239,-0.7650583906877475,1.0852185618821886,0.11240965137798495,1,0,0,299000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2078,0.9854308258581459,-0.5226781258216352,1,-0.7795878597552803,-0.13339117697415515,1.096435570608641,0.13217916831996196,1,0,0,269500.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,-0.7749695516728732,0.15905575743892697,0,0.8256218054616891,-0.7650583906877475,-2.3237304821452,-3.364216409614693,0,0,0,30000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4796,-0.7749695516728732,-0.14578459686457645,0,-1.314657748160937,-0.13339117697415515,0.9939397346783586,0.1165971501776235,0,0,0,200000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,-0.3348694572901184,-0.6058164042680453,1,-0.7795878597552803,-0.7650583906877475,1.116367286799974,0.14781213391028575,1,0,0,219400.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4225,-0.7749695516728732,0.03711961571752561,0,0.29055191705603256,-0.7650583906877475,-0.0293684850135345,-0.4148958903762992,0,1,1,350000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4545,-0.7749695516728732,0.208938724506773,0,0.8256218054616891,-0.13339117697415515,1.1979541298257679,-0.5456839831717073,0,1,1,260000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1297,0.10523063709263637,-0.4395398473752252,1,-0.2445179713496239,-0.13339117697415515,0.3759392989488452,1.7632053191931027,0,0,0,275000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1047,-0.7749695516728732,-0.5670185409930539,0,-1.314657748160937,-0.7650583906877475,1.0265120128729304,-2.2205361096081986,0,0,0,47000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
667,-0.7749695516728732,0.6024599091531138,0,-0.2445179713496239,-0.13339117697415515,-1.1124373727501078,0.05583346395228551,0,1,1,119000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2868,-0.7749695516728732,0.6523428762209598,0,0.29055191705603256,-0.13339117697415515,0.29718379994901717,0.7624952734216417,0,0,0,259900.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,0.5453307314753911,-0.1845824601395678,1,-0.2445179713496239,-0.13339117697415515,-0.6155483180849153,1.2246575555475836,0,0,0,47200.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2232,1.8656310146236552,-0.3730292246180972,1,-0.2445179713496239,-0.13339117697415515,-0.5777862276673834,-0.34315480001075066,1,1,1,167000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3635,-0.7749695516728732,0.40847059277815706,0,-0.2445179713496239,-0.7650583906877475,0.2724464831457062,-2.12220017894813,0,1,1,230000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4579,-0.7749695516728732,-0.7111248903001647,0,-0.7795878597552803,-0.7650583906877475,-0.5364361918974342,-0.3925013538549777,1,0,0,129000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3000,-0.7749695516728732,-0.03493355893602974,0,0.8256218054616891,0.4982760367394372,-0.48390756856209577,2.251113771557553,0,1,1,155000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3870,-0.7749695516728732,0.4916088712245671,0,-0.2445179713496239,-0.7650583906877475,0.5376992833034617,0.25628143024073474,0,1,1,198000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2104,-0.7749695516728732,0.3142472105388924,0,0.29055191705603256,1.1299432504530296,1.1097046634012908,0.2322298756517894,0,0,0,419000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2568,0.5453307314753911,-0.33977391323953315,1,-0.2445179713496239,-0.13339117697415515,-0.7117283062245618,-0.43648398600972776,1,1,1,235000.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3141,1.8656310146236552,-0.6944972346108826,1,-1.314657748160937,-0.7650583906877475,-0.6484614609396032,-0.42682522169972026,1,1,1,160000.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4695,-0.7749695516728732,-0.6778695789216006,0,-0.7795878597552803,-0.7650583906877475,0.4039296073922486,1.2104009883915983,0,0,0,55000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1172,-0.7749695516728732,0.5802897015674044,0,0.29055191705603256,0.4982760367394372,-0.22992694597759117,-0.006053518144939459,0,1,1,298000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3845,-0.7749695516728732,-0.04601866272888442,0,0.29055191705603256,-0.13339117697415515,1.124807135189201,-1.117819464905522,0,1,1,520000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
607,-0.7749695516728732,0.292077002953183,0,-0.2445179713496239,0.4982760367394372,1.25826156054772,-0.5274055645335965,0,0,0,100000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4879,-0.7749695516728732,0.32533231433174703,0,-1.314657748160937,-0.7650583906877475,1.2560853465765063,-1.3707182375640994,0,1,1,99900.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
448,-0.7749695516728732,1.494810764477915,0,1.895761582273002,0.4982760367394372,-0.75023714638873,-0.7215995272471791,0,1,1,365000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4952,-0.3348694572901184,-0.5670185409930539,1,-0.7795878597552803,-0.13339117697415515,1.1353030082765092,0.00869372469993176,1,0,0,159000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1758,0.10523063709263637,-0.5282206777180626,1,-0.2445179713496239,-0.13339117697415515,1.0538294584179981,0.14563719552918625,1,1,1,289000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4359,3.1859312977719196,-0.28989094617168715,1,-0.2445179713496239,-0.13339117697415515,1.263110508110704,-0.5950438868819851,1,1,1,279995.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2581,-0.7749695516728732,-0.2788058423788325,0,-0.2445179713496239,0.4982760367394372,-0.15718288095357888,2.6989641799395896,0,0,0,389000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
969,-0.7749695516728732,-0.48942281444307123,0,-0.2445179713496239,-0.7650583906877475,-1.7071723176940452,-0.17273258959156548,0,0,0,21000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
477,-0.7749695516728732,0.192311068817491,0,0.29055191705603256,-0.13339117697415515,0.42851619502499233,1.7128730548311721,0,1,1,350000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4402,-0.7749695516728732,-0.012763351350320406,0,0.8256218054616891,0.4982760367394372,-0.25023105188418393,0.004067042551883725,0,0,0,290000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2965,0.5453307314753911,-0.09035907790030309,1,0.29055191705603256,-0.13339117697415515,-0.6197864677021417,-0.37701414700621566,0,0,0,163000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2603,2.30573110900641,-0.7720929611608653,1,-1.314657748160937,-0.7650583906877475,-0.5551285793535989,-0.3881018918760219,1,0,0,113000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1079,-0.7749695516728732,0.208938724506773,0,-0.2445179713496239,0.4982760367394372,-0.024872224006389478,2.5922151092058163,0,1,1,750000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1668,0.9854308258581459,-0.2954334980681145,0,-0.2445179713496239,-0.7650583906877475,-0.5624798281782246,-0.38017670302874074,0,0,0,181500.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1427,0.9854308258581459,-0.47279515875378925,1,-0.2445179713496239,-0.7650583906877475,1.086114070483345,0.1088937325745156,1,0,0,299000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2722,0.9854308258581459,-0.5503908853037719,1,-0.7795878597552803,-0.13339117697415515,1.0203153691973683,0.175689923576796,1,1,1,385000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4900,-0.3348694572901184,-0.816433376332284,0,-0.7795878597552803,-0.7650583906877475,-1.2029201923085742,0.00841174283541286,0,0,0,25000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2918,-0.7749695516728732,0.6911407394959511,0,0.8256218054616891,1.1299432504530296,-0.2887556545760288,-0.13177111385771345,0,1,1,570000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
754,2.30573110900641,-0.6501568194394639,0,-0.7795878597552803,-0.7650583906877475,-0.56223255352597,-0.37925338270135117,1,0,0,164900.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4123,-0.7749695516728732,-0.6224440599573273,0,-0.7795878597552803,-0.7650583906877475,-3.4273034628577306,-0.11516306315327723,0,0,0,80000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4403,-0.3348694572901184,-0.5725610928894812,1,-0.2445179713496239,-0.13339117697415515,-0.3834145587990734,0.02532847513646704,1,1,1,135000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2835,0.10523063709263637,-0.49496536633949856,1,-0.7795878597552803,-0.13339117697415515,1.127544889207375,0.14646624945549028,1,0,0,319000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3061,-0.7749695516728732,-0.09035907790030309,0,0.29055191705603256,-0.13339117697415515,1.196493140545837,0.8358293569870271,0,0,0,998500.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3143,1.4255309202409006,-0.46725260685736186,0,-0.7795878597552803,-0.13339117697415515,-0.574656380774319,-0.38873505695151656,1,0,0,199999.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4999,-0.7749695516728732,-0.2621781866895505,0,0.29055191705603256,0.4982760367394372,1.2216836300185583,0.014504185786456635,0,1,1,240000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
